%time,field.header.seq,field.header.stamp,field.header.frame_id,field.current_id,field.relative_rad
1385303049691519464,548,1385303049691519464,,15,0.0
1385303049783663918,549,1385303049783663918,,15,0.0
1385303049887748902,550,1385303049887748902,,15,0.0
1385303050075491008,551,1385303050075491008,,79,0.0
1385303050112069436,552,1385303050112069436,,15,0.0
1385303050189245779,553,1385303050189245779,,79,0.0
1385303050285850663,554,1385303050285850663,,79,0.0
1385303050446495436,555,1385303050446495436,,79,0.0
1385303050539457581,556,1385303050539457581,,79,0.0
1385303050599605457,557,1385303050599605457,,79,0.0
1385303050692615648,558,1385303050692615648,,79,0.0
1385303050792242520,559,1385303050792242520,,80,0.0
1385303050889420029,560,1385303050889420029,,80,0.0
1385303050994332130,561,1385303050994332130,,15,0.0
1385303051092051535,562,1385303051092051535,,15,0.0
1385303051198500538,563,1385303051198500538,,16,0.0
1385303051308989781,564,1385303051308989781,,16,0.0
1385303051398022437,565,1385303051398022437,,16,0.0
1385303051498662817,566,1385303051498662817,,16,0.0
1385303051594401442,567,1385303051594401442,,17,0.0
1385303051697970508,568,1385303051697970508,,17,0.0
1385303051801374609,569,1385303051801374609,,17,0.0
1385303051908460385,570,1385303051908460385,,17,0.0
1385303052005958293,571,1385303052005958293,,17,0.0
1385303052119760858,572,1385303052119760858,,81,0.0
1385303052212750111,573,1385303052212750111,,81,0.0
1385303052313560644,574,1385303052313560644,,81,0.0
1385303052430411340,575,1385303052430411340,,81,0.0
1385303052517500160,576,1385303052517500160,,81,0.0
1385303052618080744,577,1385303052618080744,,81,0.0
1385303052726790968,578,1385303052726790968,,81,0.0
1385303052840499345,579,1385303052840499345,,82,0.0
1385303052903013242,580,1385303052903013242,,82,0.0
1385303053000045075,581,1385303053000045075,,18,0.0
1385303053135544567,582,1385303053135544567,,83,0.0
1385303053246024628,583,1385303053246024628,,84,0.0
1385303053358764483,584,1385303053358764483,,85,0.0
1385303053429191023,585,1385303053429191023,,86,0.0
1385303053516038774,586,1385303053516038774,,22,0.0
1385303053650116842,587,1385303053650116842,,23,0.0
1385303053771979720,588,1385303053771979720,,23,0.0
1385303053837070330,589,1385303053837070330,,24,0.0
1385303053925687494,590,1385303053925687494,,24,0.0
1385303054020898749,591,1385303054020898749,,24,0.0
1385303054131333768,592,1385303054131333768,,87,0.0
1385303054229113860,593,1385303054229113860,,87,0.0
1385303054321047171,594,1385303054321047171,,87,0.0
1385303054422956945,595,1385303054422956945,,87,0.0
1385303054528237772,596,1385303054528237772,,88,0.0
1385303054624544617,597,1385303054624544617,,88,0.0
1385303054729156388,598,1385303054729156388,,26,0.0
1385303054836695253,599,1385303054836695253,,27,0.0
1385303054938796345,600,1385303054938796345,,27,0.0
1385303055021954604,601,1385303055021954604,,27,0.0
1385303055123931773,602,1385303055123931773,,28,0.0
1385303055223878577,603,1385303055223878577,,28,0.0
1385303055353657086,604,1385303055353657086,,28,0.0
1385303055443530476,605,1385303055443530476,,28,0.0
1385303055528705187,606,1385303055528705187,,28,0.0
1385303055637261581,607,1385303055637261581,,29,0.0
1385303055732804578,608,1385303055732804578,,29,0.0
1385303055829019598,609,1385303055829019598,,29,0.0
1385303055926273107,610,1385303055926273107,,29,0.0
1385303056029783778,611,1385303056029783778,,29,0.0
1385303056137748918,612,1385303056137748918,,30,0.0
1385303056243604984,613,1385303056243604984,,30,0.0
1385303056337651948,614,1385303056337651948,,30,0.0
1385303056430763677,615,1385303056430763677,,31,0.0
1385303056561572989,616,1385303056561572989,,31,0.0
1385303056649644640,617,1385303056649644640,,31,0.0
1385303056742575815,618,1385303056742575815,,31,0.0
1385303056856231049,619,1385303056856231049,,31,0.0
1385303056959700499,620,1385303056959700499,,32,0.0
1385303057046544630,621,1385303057046544630,,32,0.0
1385303057164175845,622,1385303057164175845,,32,0.0
1385303057244224510,623,1385303057244224510,,32,0.0
1385303057347507126,624,1385303057347507126,,33,0.0
1385303057446944301,625,1385303057446944301,,33,0.0
1385303057554697916,626,1385303057554697916,,33,0.0
1385303057648864957,627,1385303057648864957,,33,0.0
1385303057749007003,628,1385303057749007003,,33,0.0
1385303057846287799,629,1385303057846287799,,33,0.0
1385303057951347212,630,1385303057951347212,,33,0.0
1385303058058394328,631,1385303058058394328,,34,0.0
1385303058160946300,632,1385303058160946300,,89,0.0
1385303058260684588,633,1385303058260684588,,89,0.0
1385303058373978536,634,1385303058373978536,,89,0.0
1385303058464439425,635,1385303058464439425,,89,0.0
1385303058564097133,636,1385303058564097133,,89,0.0
1385303058677908185,637,1385303058677908185,,89,0.0
1385303058772192672,638,1385303058772192672,,90,0.0
1385303058895262004,639,1385303058895262004,,90,0.0
1385303059025733609,640,1385303059025733609,,90,0.0
1385303059196821501,641,1385303059196821501,,91,0.0
1385303059225207014,642,1385303059225207014,,91,0.0
1385303059310718246,643,1385303059310718246,,92,0.0
1385303059411629357,644,1385303059411629357,,92,0.0
1385303059511109523,645,1385303059511109523,,93,0.0
1385303059564566998,646,1385303059564566998,,93,0.0
1385303059668716665,647,1385303059668716665,,94,0.0
1385303059764181679,648,1385303059764181679,,94,0.0
1385303059857010935,649,1385303059857010935,,95,0.0
1385303059966101770,650,1385303059966101770,,96,0.0
1385303060059361888,651,1385303060059361888,,97,0.0
1385303060161924269,652,1385303060161924269,,97,0.0
1385303060263057425,653,1385303060263057425,,98,0.0
1385303060360927795,654,1385303060360927795,,98,0.0
1385303060466416541,655,1385303060466416541,,99,0.0
1385303060569685698,656,1385303060569685698,,99,0.0
1385303060670645940,657,1385303060670645940,,99,0.0
1385303060772653205,658,1385303060772653205,,100,0.0
1385303060883981616,659,1385303060883981616,,100,0.0
1385303060984573238,660,1385303060984573238,,100,0.0
1385303061084919280,661,1385303061084919280,,101,0.0
1385303061180441848,662,1385303061180441848,,101,0.0
1385303061281946239,663,1385303061281946239,,101,0.0
1385303061395757395,664,1385303061395757395,,102,0.0
1385303061488988081,665,1385303061488988081,,102,0.0
1385303061575455621,666,1385303061575455621,,103,0.0
1385303061686650143,667,1385303061686650143,,103,0.0
1385303061787757163,668,1385303061787757163,,104,0.0
1385303061890965656,669,1385303061890965656,,104,0.0
1385303062063919806,670,1385303062063919806,,105,0.0
1385303062112576520,671,1385303062112576520,,105,0.0
1385303062211851644,672,1385303062211851644,,106,0.0
1385303062286114506,673,1385303062286114506,,106,0.0
1385303062393321295,674,1385303062393321295,,107,0.0
1385303062487939944,675,1385303062487939944,,107,0.0
1385303062595297278,676,1385303062595297278,,108,0.0
1385303062699012353,677,1385303062699012353,,108,0.0
1385303062806481751,678,1385303062806481751,,108,0.0
1385303062894991251,679,1385303062894991251,,109,0.0
1385303063004171094,680,1385303063004171094,,109,0.0
1385303063087925392,681,1385303063087925392,,110,0.0
1385303063187750781,682,1385303063187750781,,110,0.0
1385303063289231089,683,1385303063289231089,,110,0.0
1385303063402765475,684,1385303063402765475,,111,0.0
1385303063492604943,685,1385303063492604943,,111,0.0
1385303063610644815,686,1385303063610644815,,111,0.0
1385303063693461977,687,1385303063693461977,,1,0.0
1385303063852927424,688,1385303063852927424,,112,0.0
1385303063904452234,689,1385303063904452234,,112,0.0
1385303064103264237,690,1385303064103264237,,113,0.0
1385303064130875483,691,1385303064130875483,,113,0.0
1385303064198764948,692,1385303064198764948,,113,0.0
1385303064288849106,693,1385303064288849106,,0,0.0
1385303064395802472,694,1385303064395802472,,67,0.0
1385303064503415622,695,1385303064503415622,,114,0.0
1385303064600401255,696,1385303064600401255,,114,0.0
1385303064713962559,697,1385303064713962559,,114,0.0
1385303064823121527,698,1385303064823121527,,114,0.0
1385303064939885513,699,1385303064939885513,,114,0.0
1385303065022974494,700,1385303065022974494,,115,0.0
1385303065108592868,701,1385303065108592868,,115,0.0
1385303065219571394,702,1385303065219571394,,116,0.0
1385303065348114173,703,1385303065348114173,,116,0.0
1385303065453623302,704,1385303065453623302,,116,0.0
1385303065530352067,705,1385303065530352067,,117,0.0
1385303065609003213,706,1385303065609003213,,117,0.0
1385303065715308614,707,1385303065715308614,,118,0.0
1385303065814204550,708,1385303065814204550,,118,0.0
1385303065916172443,709,1385303065916172443,,119,0.0
1385303066015151548,710,1385303066015151548,,119,0.0
1385303066153902492,711,1385303066153902492,,119,0.0
1385303066236870963,712,1385303066236870963,,119,0.0
1385303066324996110,713,1385303066324996110,,120,0.0
1385303066413634841,714,1385303066413634841,,120,0.0
1385303066525992216,715,1385303066525992216,,121,0.0
1385303066624012765,716,1385303066624012765,,121,0.0
1385303066720374229,717,1385303066720374229,,121,0.0
1385303066833494422,718,1385303066833494422,,120,0.0
1385303066928081544,719,1385303066928081544,,121,0.0
1385303067025491374,720,1385303067025491374,,122,0.0
1385303067125195145,721,1385303067125195145,,122,0.0
1385303067227336728,722,1385303067227336728,,122,0.0
1385303067332592152,723,1385303067332592152,,123,0.0
1385303067425047020,724,1385303067425047020,,123,0.0
1385303067540759138,725,1385303067540759138,,123,0.0
1385303067804839817,726,1385303067804839817,,124,0.0
1385303067854243320,727,1385303067854243320,,124,0.0
1385303067921109781,728,1385303067921109781,,124,0.0
1385303067990526658,729,1385303067990526658,,125,0.0
1385303068105241071,730,1385303068105241071,,125,0.0
1385303068215134814,731,1385303068215134814,,125,0.0
1385303068293360429,732,1385303068293360429,,126,0.0
1385303068336239495,733,1385303068336239495,,126,0.0
1385303068443808437,734,1385303068443808437,,127,0.0
1385303068552776387,735,1385303068552776387,,127,0.0
1385303068640330788,736,1385303068640330788,,128,0.0
1385303068759069934,737,1385303068759069934,,128,0.0
1385303068843880330,738,1385303068843880330,,129,0.0
1385303068936175564,739,1385303068936175564,,129,0.0
1385303069042438005,740,1385303069042438005,,130,0.0
1385303069163189526,741,1385303069163189526,,130,0.0
1385303069332121834,742,1385303069332121834,,130,0.0
1385303069390719613,743,1385303069390719613,,131,0.0
1385303069496980626,744,1385303069496980626,,131,0.0
1385303069569561282,745,1385303069569561282,,131,0.0
1385303069657231092,746,1385303069657231092,,131,0.0
1385303069739224267,747,1385303069739224267,,131,0.0
1385303069852511893,748,1385303069852511893,,131,0.0
1385303069965819939,749,1385303069965819939,,131,0.0
1385303070069256660,750,1385303070069256660,,132,0.0
1385303070143105214,751,1385303070143105214,,132,0.0
1385303070249534006,752,1385303070249534006,,132,0.0
1385303070350902530,753,1385303070350902530,,81,0.0
1385303070444077617,754,1385303070444077617,,81,0.0
1385303070552169174,755,1385303070552169174,,17,0.0
1385303070649491301,756,1385303070649491301,,17,0.0
1385303070741637496,757,1385303070741637496,,17,0.0
1385303070867312652,758,1385303070867312652,,17,0.0
1385303070966014077,759,1385303070966014077,,18,0.0
1385303071055091079,760,1385303071055091079,,18,0.0
1385303071156776286,761,1385303071156776286,,18,0.0
1385303071246888109,762,1385303071246888109,,18,0.0
1385303071353191769,763,1385303071353191769,,18,0.0
1385303071449552140,764,1385303071449552140,,18,0.0
1385303071568098891,765,1385303071568098891,,133,0.0
1385303071675335876,766,1385303071675335876,,133,0.0
1385303071740494859,767,1385303071740494859,,83,0.0
1385303071877512725,768,1385303071877512725,,83,0.0
1385303071939186894,769,1385303071939186894,,83,0.0
1385303072090616966,770,1385303072090616966,,83,0.0
1385303072141965134,771,1385303072141965134,,84,0.0
1385303072245096873,772,1385303072245096873,,84,0.0
1385303072358414141,773,1385303072358414141,,134,0.0
1385303072492579543,774,1385303072492579543,,85,0.0
1385303072611640007,775,1385303072611640007,,86,0.0
1385303072673258650,776,1385303072673258650,,86,0.0
1385303072762452253,777,1385303072762452253,,135,0.0
1385303072862696257,778,1385303072862696257,,135,0.0
1385303072968380646,779,1385303072968380646,,87,0.0
1385303073068101031,780,1385303073068101031,,87,0.0
1385303073167023370,781,1385303073167023370,,88,0.0
1385303073273487305,782,1385303073273487305,,88,0.0
1385303073361107717,783,1385303073361107717,,26,0.0
1385303073513851668,784,1385303073513851668,,26,0.0
1385303073569656456,785,1385303073569656456,,27,0.0
1385303073662641262,786,1385303073662641262,,27,0.0
1385303073763065766,787,1385303073763065766,,27,0.0
1385303073863582254,788,1385303073863582254,,27,0.0
1385303073960920760,789,1385303073960920760,,28,0.0
1385303074105848941,790,1385303074105848941,,28,0.0
1385303074166159113,791,1385303074166159113,,28,0.0
1385303074260278955,792,1385303074260278955,,28,0.0
1385303074361526374,793,1385303074361526374,,28,0.0
1385303074458188371,794,1385303074458188371,,29,0.0
1385303074577306463,795,1385303074577306463,,29,0.0
1385303074663536591,796,1385303074663536591,,29,0.0
1385303074768717754,797,1385303074768717754,,29,0.0
1385303074866186820,798,1385303074866186820,,30,0.0
1385303074972312478,799,1385303074972312478,,30,0.0
1385303075095692545,800,1385303075095692545,,30,0.0
1385303075195546553,801,1385303075195546553,,30,0.0
1385303075354674787,802,1385303075354674787,,30,0.0
1385303075383859409,803,1385303075383859409,,31,0.0
1385303075467953503,804,1385303075467953503,,31,0.0
1385303075568352572,805,1385303075568352572,,31,0.0
1385303075678149193,806,1385303075678149193,,31,0.0
1385303075799428294,807,1385303075799428294,,31,0.0
1385303075891564200,808,1385303075891564200,,32,0.0
1385303075984989702,809,1385303075984989702,,32,0.0
1385303076084843663,810,1385303076084843663,,32,0.0
1385303076198996797,811,1385303076198996797,,32,0.0
1385303076301848255,812,1385303076301848255,,33,0.0
1385303076401081528,813,1385303076401081528,,33,0.0
1385303076478929181,814,1385303076478929181,,33,0.0
1385303076584824791,815,1385303076584824791,,33,0.0
1385303076685994575,816,1385303076685994575,,33,0.0
1385303076833451250,817,1385303076833451250,,89,0.0
1385303076884780339,818,1385303076884780339,,89,0.0
1385303076984998528,819,1385303076984998528,,89,0.0
1385303077091367911,820,1385303077091367911,,34,0.0
1385303077217935721,821,1385303077217935721,,34,0.0
1385303077346808766,822,1385303077346808766,,34,0.0
1385303077652594599,823,1385303077652594599,,34,0.0
1385303077770654628,824,1385303077770654628,,34,0.0
1385303077844397750,825,1385303077844397750,,34,0.0
1385303077902813958,826,1385303077902813958,,34,0.0
1385303077979293730,827,1385303077979293730,,34,0.0
1385303078014103925,828,1385303078014103925,,34,0.0
1385303078106808709,829,1385303078106808709,,34,0.0
1385303078233781234,830,1385303078233781234,,34,0.0
1385303078293007813,831,1385303078293007813,,34,0.0
1385303078421270843,832,1385303078421270843,,34,0.0
1385303078517759572,833,1385303078517759572,,34,0.0
1385303078609161981,834,1385303078609161981,,34,0.0
1385303078702309488,835,1385303078702309488,,34,0.0
1385303078799982913,836,1385303078799982913,,34,0.0
1385303078910599985,837,1385303078910599985,,34,0.0
1385303078998617276,838,1385303078998617276,,34,0.0
1385303079099348312,839,1385303079099348312,,34,0.0
1385303079204968216,840,1385303079204968216,,34,0.0
1385303079409427286,841,1385303079409427286,,34,0.0
1385303079463313987,842,1385303079463313987,,34,0.0
1385303079509362672,843,1385303079509362672,,34,0.0
1385303079659371821,844,1385303079659371821,,34,0.0
1385303079708454537,845,1385303079708454537,,34,0.0
1385303079804180868,846,1385303079804180868,,34,0.0
1385303079962786409,847,1385303079962786409,,34,0.0
1385303080013760012,848,1385303080013760012,,34,0.0
1385303080185590119,849,1385303080185590119,,34,0.0
1385303080219908120,850,1385303080219908120,,34,0.0
1385303080317368638,851,1385303080317368638,,34,0.0
1385303080463027588,852,1385303080463027588,,34,0.0
1385303080512605035,853,1385303080512605035,,35,0.0
1385303080710706200,854,1385303080710706200,,35,0.0
1385303080821430442,855,1385303080821430442,,34,0.0
1385303080882140831,856,1385303080882140831,,35,0.0
1385303080978079961,857,1385303080978079961,,35,0.0
1385303081022572465,858,1385303081022572465,,35,0.0
1385303081112804494,859,1385303081112804494,,35,0.0
1385303081346482255,860,1385303081346482255,,35,0.0
1385303081396727245,861,1385303081396727245,,35,0.0
1385303081502429875,862,1385303081502429875,,34,0.0
1385303081551022075,863,1385303081551022075,,35,0.0
1385303081626575066,864,1385303081626575066,,35,0.0
1385303081761483682,865,1385303081761483682,,35,0.0
1385303081821955013,866,1385303081821955013,,35,0.0
1385303082023814443,867,1385303082023814443,,35,0.0
1385303082044535687,868,1385303082044535687,,35,0.0
1385303082131104479,869,1385303082131104479,,35,0.0
1385303082345558656,870,1385303082345558656,,35,0.0
1385303082364263218,871,1385303082364263218,,35,0.0
1385303082422462088,872,1385303082422462088,,35,0.0
1385303082655365396,873,1385303082655365396,,35,0.0
1385303082675753376,874,1385303082675753376,,35,0.0
1385303082749346805,875,1385303082749346805,,35,0.0
1385303082842929054,876,1385303082842929054,,35,0.0
1385303082932900132,877,1385303082932900132,,35,0.0
1385303083046932919,878,1385303083046932919,,35,0.0
1385303083138072428,879,1385303083138072428,,35,0.0
1385303083248722967,880,1385303083248722967,,35,0.0
1385303083336136160,881,1385303083336136160,,35,0.0
1385303083446421587,882,1385303083446421587,,35,0.0
1385303083544948918,883,1385303083544948918,,35,0.0
1385303083646310056,884,1385303083646310056,,35,0.0
1385303083751850491,885,1385303083751850491,,35,0.0
1385303083854131354,886,1385303083854131354,,35,0.0
1385303084032157583,887,1385303084032157583,,35,0.0
1385303084259933952,888,1385303084259933952,,35,0.0
1385303084317683792,889,1385303084317683792,,35,0.0
1385303084399829071,890,1385303084399829071,,36,0.0
1385303084463074994,891,1385303084463074994,,36,0.0
1385303084495104025,892,1385303084495104025,,36,0.0
1385303084602410302,893,1385303084602410302,,38,0.0
1385303084707659221,894,1385303084707659221,,38,0.0
1385303084824780568,895,1385303084824780568,,39,0.0
1385303084910404912,896,1385303084910404912,,39,0.0
1385303085019486029,897,1385303085019486029,,136,0.0
1385303085335190311,898,1385303085335190311,,136,0.0
1385303085389816104,899,1385303085389816104,,137,0.0
1385303085447868210,900,1385303085447868210,,138,0.0
1385303085549176177,901,1385303085549176177,,138,0.0
1385303085612246298,902,1385303085612246298,,139,0.0
1385303085767779549,903,1385303085767779549,,139,0.0
1385303085817225054,904,1385303085817225054,,139,0.0
1385303085853258494,905,1385303085853258494,,140,0.0
1385303085996247579,906,1385303085996247579,,140,0.0
1385303086057195452,907,1385303086057195452,,140,0.0
1385303086164808076,908,1385303086164808076,,141,0.0
1385303086259663089,909,1385303086259663089,,141,0.0
1385303086363051581,910,1385303086363051581,,142,0.0
1385303086468199491,911,1385303086468199491,,142,0.0
1385303086568073138,912,1385303086568073138,,142,0.0
1385303086675193764,913,1385303086675193764,,143,0.0
1385303086784283070,914,1385303086784283070,,143,0.0
1385303086860246011,915,1385303086860246011,,143,0.0
1385303086989967419,916,1385303086989967419,,143,0.0
1385303087095072190,917,1385303087095072190,,50,0.0
1385303087253364720,918,1385303087253364720,,50,0.0
1385303087384477023,919,1385303087384477023,,50,0.0
1385303087464615853,920,1385303087464615853,,50,0.0
1385303087496157858,921,1385303087496157858,,50,0.0
1385303087576769496,922,1385303087576769496,,50,0.0
1385303087668472124,923,1385303087668472124,,50,0.0
1385303087763516539,924,1385303087763516539,,51,0.0
1385303087871571981,925,1385303087871571981,,51,0.0
1385303087983883274,926,1385303087983883274,,51,0.0
1385303088194190232,927,1385303088194190232,,51,0.0
1385303088217881389,928,1385303088217881389,,53,0.0
1385303088293635225,929,1385303088293635225,,53,0.0
1385303088377173066,930,1385303088377173066,,53,0.0
1385303088483697463,931,1385303088483697463,,53,0.0
1385303088583897281,932,1385303088583897281,,53,0.0
1385303088690895789,933,1385303088690895789,,53,0.0
1385303088790905670,934,1385303088790905670,,54,0.0
1385303088939392967,935,1385303088939392967,,54,0.0
1385303089039282261,936,1385303089039282261,,54,0.0
1385303089083369096,937,1385303089083369096,,55,0.0
1385303089186554970,938,1385303089186554970,,55,0.0
1385303089288907819,939,1385303089288907819,,55,0.0
1385303089393885436,940,1385303089393885436,,56,0.0
1385303089494074469,941,1385303089494074469,,56,0.0
1385303089616886251,942,1385303089616886251,,56,0.0
1385303089683019581,943,1385303089683019581,,56,0.0
1385303089794310025,944,1385303089794310025,,144,0.0
1385303089922427066,945,1385303089922427066,,144,0.0
1385303090000816913,946,1385303090000816913,,144,0.0
1385303090107446969,947,1385303090107446969,,144,0.0
1385303090222782624,948,1385303090222782624,,144,0.0
1385303090309094864,949,1385303090309094864,,144,0.0
1385303090419149617,950,1385303090419149617,,144,0.0
1385303090513006803,951,1385303090513006803,,145,0.0
1385303090644403618,952,1385303090644403618,,145,0.0
1385303090707465620,953,1385303090707465620,,146,0.0
1385303090809259202,954,1385303090809259202,,146,0.0
1385303090903298756,955,1385303090903298756,,146,0.0
1385303091015612299,956,1385303091015612299,,146,0.0
1385303091238165167,957,1385303091238165167,,146,0.0
1385303091347527993,958,1385303091347527993,,147,0.0
1385303091383919671,959,1385303091383919671,,147,0.0
1385303091552090063,960,1385303091552090063,,148,0.0
1385303091600899875,961,1385303091600899875,,149,0.0
1385303091752599974,962,1385303091752599974,,150,0.0
1385303091803487646,963,1385303091803487646,,151,0.0
1385303091978862411,964,1385303091978862411,,152,0.0
1385303092036997814,965,1385303092036997814,,152,0.0
1385303092165876542,966,1385303092165876542,,153,0.0
1385303092281173137,967,1385303092281173137,,153,0.0
1385303092316245025,968,1385303092316245025,,154,0.0
1385303092470144002,969,1385303092470144002,,154,0.0
1385303092522712733,970,1385303092522712733,,154,0.0
1385303092606730779,971,1385303092606730779,,154,0.0
1385303092712273296,972,1385303092712273296,,155,0.0
1385303092789946554,973,1385303092789946554,,155,0.0
1385303092882224508,974,1385303092882224508,,155,0.0
1385303092973541258,975,1385303092973541258,,156,0.0
1385303093176889861,976,1385303093176889861,,156,0.0
1385303093226641766,977,1385303093226641766,,157,0.0
1385303093391699167,978,1385303093391699167,,157,0.0
1385303093525692985,979,1385303093525692985,,157,0.0
1385303093583150430,980,1385303093583150430,,157,0.0
1385303093625629877,981,1385303093625629877,,157,0.0
1385303093808695316,982,1385303093808695316,,157,0.0
1385303093961397211,983,1385303093961397211,,158,0.0
1385303094015776938,984,1385303094015776938,,159,0.0
1385303094161900445,985,1385303094161900445,,160,0.0
1385303094228376920,986,1385303094228376920,,160,0.0
1385303094360188526,987,1385303094360188526,,160,0.0
1385303094444869307,988,1385303094444869307,,160,0.0
1385303094580461334,989,1385303094580461334,,160,0.0
1385303094632875442,990,1385303094632875442,,161,0.0
1385303094799937959,991,1385303094799937959,,161,0.0
1385303094848721137,992,1385303094848721137,,162,0.0
1385303095016911690,993,1385303095016911690,,162,0.0
1385303095060663716,994,1385303095060663716,,163,0.0
1385303095259501050,995,1385303095259501050,,163,0.0
1385303095290678037,996,1385303095290678037,,164,0.0
1385303095421550294,997,1385303095421550294,,164,0.0
1385303095484839226,998,1385303095484839226,,165,0.0
1385303095636022080,999,1385303095636022080,,165,0.0
1385303095670036171,1000,1385303095670036171,,166,0.0
1385303095702791090,1001,1385303095702791090,,166,0.0
1385303095868644851,1002,1385303095868644851,,167,0.0
1385303095898385000,1003,1385303095898385000,,167,0.0
1385303096058655134,1004,1385303096058655134,,167,0.0
1385303096192958446,1005,1385303096192958446,,167,0.0
1385303096244514716,1006,1385303096244514716,,167,0.0
1385303096354838570,1007,1385303096354838570,,168,0.0
1385303096405603217,1008,1385303096405603217,,168,0.0
1385303096522754054,1009,1385303096522754054,,169,0.0
1385303096608497309,1010,1385303096608497309,,169,0.0
1385303096712607501,1011,1385303096712607501,,169,0.0
1385303096811198322,1012,1385303096811198322,,169,0.0
1385303096910835010,1013,1385303096910835010,,169,0.0
1385303097022352396,1014,1385303097022352396,,170,0.0
1385303097117161069,1015,1385303097117161069,,170,0.0
1385303097210444433,1016,1385303097210444433,,170,0.0
1385303097326880006,1017,1385303097326880006,,170,0.0
1385303097424016585,1018,1385303097424016585,,170,0.0
1385303097510439611,1019,1385303097510439611,,170,0.0
1385303097619424397,1020,1385303097619424397,,170,0.0
1385303097721153885,1021,1385303097721153885,,170,0.0
1385303097843401638,1022,1385303097843401638,,170,0.0
1385303097906177878,1023,1385303097906177878,,170,0.0
1385303098015085599,1024,1385303098015085599,,170,0.0
1385303098275801922,1025,1385303098275801922,,171,0.0
1385303098391957132,1026,1385303098391957132,,171,0.0
1385303098554284631,1027,1385303098554284631,,171,0.0
1385303098589306519,1028,1385303098589306519,,171,0.0
1385303098639833666,1029,1385303098639833666,,171,0.0
1385303098688260778,1030,1385303098688260778,,172,0.0
1385303098764936079,1031,1385303098764936079,,172,0.0
1385303098868365667,1032,1385303098868365667,,172,0.0
1385303098953187178,1033,1385303098953187178,,172,0.0
1385303099202702830,1034,1385303099202702830,,173,0.0
1385303099385220208,1035,1385303099385220208,,173,0.0
1385303099453991277,1036,1385303099453991277,,173,0.0
1385303099514740030,1037,1385303099514740030,,174,0.0
1385303099552654351,1038,1385303099552654351,,174,0.0
1385303099655114180,1039,1385303099655114180,,174,0.0
1385303099751708097,1040,1385303099751708097,,174,0.0
1385303099855205543,1041,1385303099855205543,,175,0.0
1385303099972535123,1042,1385303099972535123,,175,0.0
1385303100065456275,1043,1385303100065456275,,176,0.0
1385303100149546306,1044,1385303100149546306,,176,0.0
1385303100263982698,1045,1385303100263982698,,176,0.0
1385303100373663118,1046,1385303100373663118,,0,0.0
1385303100506029640,1047,1385303100506029640,,0,0.0
1385303100564712239,1048,1385303100564712239,,0,0.0
1385303100660741129,1049,1385303100660741129,,0,0.0
1385303100765978804,1050,1385303100765978804,,0,0.0
1385303100864721779,1051,1385303100864721779,,0,0.0
1385303100962036545,1052,1385303100962036545,,0,0.0
1385303101068477193,1053,1385303101068477193,,0,0.0
1385303101160266480,1054,1385303101160266480,,114,0.0
1385303101262911200,1055,1385303101262911200,,114,0.0
1385303101371992308,1056,1385303101371992308,,114,0.0
1385303101478920281,1057,1385303101478920281,,114,0.0
1385303101584189802,1058,1385303101584189802,,114,0.0
1385303101685653950,1059,1385303101685653950,,114,0.0
1385303101814371367,1060,1385303101814371367,,114,0.0
1385303101868927328,1061,1385303101868927328,,177,0.0
1385303101974765073,1062,1385303101974765073,,177,0.0
1385303102080996825,1063,1385303102080996825,,177,0.0
1385303102173791716,1064,1385303102173791716,,177,0.0
1385303102279905342,1065,1385303102279905342,,177,0.0
1385303102399251867,1066,1385303102399251867,,177,0.0
1385303102490988697,1067,1385303102490988697,,177,0.0
1385303102589235516,1068,1385303102589235516,,177,0.0
1385303102690323176,1069,1385303102690323176,,35,0.0
1385303102778296726,1070,1385303102778296726,,35,0.0
1385303102915942737,1071,1385303102915942737,,35,0.0
1385303102982425709,1072,1385303102982425709,,35,0.0
1385303103116212137,1073,1385303103116212137,,35,0.0
1385303103177577350,1074,1385303103177577350,,36,0.0
1385303103301160456,1075,1385303103301160456,,36,0.0
1385303103399445856,1076,1385303103399445856,,38,0.0
1385303103476351353,1077,1385303103476351353,,38,0.0
1385303103587842702,1078,1385303103587842702,,136,0.0
1385303103668891484,1079,1385303103668891484,,136,0.0
1385303103805960878,1080,1385303103805960878,,137,0.0
1385303103905448786,1081,1385303103905448786,,138,0.0
1385303103976771773,1082,1385303103976771773,,138,0.0
1385303104080929302,1083,1385303104080929302,,139,0.0
1385303104183640763,1084,1385303104183640763,,140,0.0
1385303104292721532,1085,1385303104292721532,,178,0.0
1385303104512071985,1086,1385303104512071985,,178,0.0
1385303104643435857,1087,1385303104643435857,,142,0.0
1385303104700786458,1088,1385303104700786458,,142,0.0
1385303104779533020,1089,1385303104779533020,,143,0.0
1385303104891604541,1090,1385303104891604541,,143,0.0
1385303105396955665,1091,1385303105396955665,,143,0.0
1385303105612172740,1092,1385303105612172740,,50,0.0
1385303105663159177,1093,1385303105663159177,,50,0.0
1385303105707166450,1094,1385303105707166450,,51,0.0
1385303105804081423,1095,1385303105804081423,,51,0.0
1385303105897698686,1096,1385303105897698686,,51,0.0
1385303106002283433,1097,1385303106002283433,,51,0.0
1385303106110818057,1098,1385303106110818057,,51,0.0
1385303106216236669,1099,1385303106216236669,,179,0.0
1385303106324758606,1100,1385303106324758606,,179,0.0
1385303106483526076,1101,1385303106483526076,,53,0.0
