%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1385303018530183915,44,1385303018530183915,1,2.77189010073,0.0759352826496,0.0,0.0,0.0,-0.747752772414,0.663977252131
1385303021820602965,45,1385303021820602965,1,2.67110255236,-0.479175704655,0.0,0.0,0.0,-0.781338149208,0.62410792063
1385303022673116825,46,1385303022673116825,1,2.62319259363,-0.669026806291,0.0,0.0,0.0,-0.79722300289,0.603684920851
1385303024448157616,47,1385303024448157616,1,2.52749798053,-0.924819718247,0.0,0.0,0.0,-0.843812456796,0.536638181418
1385303025033849351,48,1385303025033849351,1,2.46184886592,-1.05492309019,0.0,0.0,0.0,-0.86144647168,0.507848379372
1385303025195966617,49,1385303025195966617,1,2.52749798053,-0.924819718247,0.0,0.0,0.0,-0.843812456796,0.536638181418
1385303025788390874,50,1385303025788390874,1,2.4663941275,-1.0455043864,0.0,0.0,0.0,-0.858582440137,0.512675524566
1385303026421363663,51,1385303026421363663,1,2.37117733995,-1.20028448992,0.0,0.0,0.0,-0.885083485504,0.465432297641
1385303026735709893,52,1385303026735709893,1,2.30712791893,-1.28001103019,0.0,0.0,0.0,-0.910332138826,0.413878480983
1385303026941984649,53,1385303026941984649,1,2.27444670579,-1.31433471468,0.0,0.0,0.0,-0.921718331552,0.387859919664
1385303027126117547,54,1385303027126117547,1,2.24337828288,-1.34397783043,0.0,0.0,0.0,-0.931203675817,0.364499264945
1385303027281993995,55,1385303027281993995,1,2.19850668318,-1.38082563249,0.0,0.0,0.0,-0.946045773159,0.32403301543
1385303027536822217,56,1385303027536822217,1,2.15524478584,-1.41135754679,0.0,0.0,0.0,-0.956560083165,0.291535259096
1385303027650228295,57,1385303027650228295,1,2.10471273689,-1.4408539862,0.0,0.0,0.0,-0.96844442321,0.249229611309
1385303027865702704,58,1385303027865702704,1,2.04992934826,-1.46651782962,0.0,0.0,0.0,-0.979546152499,0.201219619133
1385303028124181857,59,1385303028124181857,1,2.02400410489,-1.47659052187,0.0,0.0,0.0,-0.983728275853,0.179662681955
1385303028315231227,60,1385303028315231227,1,1.93223276303,-1.5017476749,0.0,0.0,0.0,-0.994455292524,0.105160216671
1385303028474045268,61,1385303028474045268,1,1.89583977649,-1.50804628482,0.0,0.0,0.0,-0.996981956913,0.0776336112082
1385303028761825732,62,1385303028761825732,1,1.81822094719,-1.5140210242,0.0,0.0,0.0,-0.999835694054,0.0181269108343
1385303029245895065,63,1385303029245895065,1,1.70610213572,-1.50835677669,0.0,0.0,0.0,0.99838057171,0.0568879076025
1385303029362913222,64,1385303029362913222,1,1.67072462399,-1.50273486655,0.0,0.0,0.0,0.995928983192,0.0901413359003
1385303030475393108,65,1385303030475393108,1,1.62306819276,-1.48994233618,0.0,0.0,0.0,0.986842227544,0.161686171133
1385303030789268974,66,1385303030789268974,1,1.54739129611,-1.45703897836,0.0,0.0,0.0,0.975256807426,0.221075008921
1385303031210513857,67,1385303031210513857,1,1.42853292695,-1.39021758434,0.0,0.0,0.0,0.962651752329,0.270742689169
1385303031829090718,68,1385303031829090718,1,1.28641664305,-1.29459893323,0.0,0.0,0.0,0.950772791133,0.309888850463
1385303032222627433,69,1385303032222627433,1,1.22529417556,-1.24672819868,0.0,0.0,0.0,0.938136971319,0.346264383158
1385303032614353670,70,1385303032614353670,1,1.20666039089,-1.23017739771,0.0,0.0,0.0,0.93298563955,0.359913595733
1385303033006230221,71,1385303033006230221,1,1.22529417556,-1.24672819868,0.0,0.0,0.0,0.938136971319,0.346264383158
1385303033334079038,72,1385303033334079038,1,1.1684298685,-1.20027279873,0.0,0.0,0.0,0.944663742646,0.328040261753
1385303033714290111,73,1385303033714290111,1,1.06533240781,-1.12841699651,0.0,0.0,0.0,0.959943618212,0.280193236632
1385303034902927333,74,1385303034902927333,1,0.792482369707,-0.968611545016,0.0,0.0,0.0,0.964073173426,0.265636812735
1385303036555943180,75,1385303036555943180,1,0.45059015303,-0.725474098247,0.0,0.0,0.0,0.936970550404,0.349408339447
1385303036977213752,76,1385303036977213752,1,0.348767815251,-0.631089308526,0.0,0.0,0.0,0.926348813966,0.376666795542
1385303037599930046,77,1385303037599930046,1,0.260568649195,-0.537204317866,0.0,0.0,0.0,0.909408778191,0.415903443301
1385303038282603579,78,1385303038282603579,1,0.247129484581,-0.520886770012,0.0,0.0,0.0,0.90243296048,0.430830305154
1385303038524262228,79,1385303038524262228,1,0.260568649195,-0.537204317866,0.0,0.0,0.0,0.909408778191,0.415903443301
1385303038807809771,80,1385303038807809771,1,0.222734158509,-0.492264479784,0.0,0.0,0.0,0.904599247556,0.426263065866
1385303039993146783,81,1385303039993146783,1,0.0604745663733,-0.284456983346,0.0,0.0,0.0,0.887248876933,0.461291047367
1385303040471544881,82,1385303040471544881,1,-0.00947215276326,-0.16083032187,0.0,0.0,0.0,0.845830515464,0.533451721442
1385303040686959051,83,1385303040686959051,1,-0.0225597370698,-0.129643279602,0.0,0.0,0.0,0.829850763131,0.55798540387
1385303040896985638,84,1385303040896985638,1,-0.0388877640453,-0.074892226715,0.0,0.0,0.0,0.782787696995,0.622288856909
1385303041099457045,85,1385303041099457045,1,-0.0424627742221,-0.0489026428757,0.0,0.0,0.0,0.738910963953,0.673803077575
1385303041277492721,86,1385303041277492721,1,-0.0425451189531,-0.0335612086505,0.0,0.0,0.0,0.701823704611,0.712350677437
1385303041448134854,87,1385303041448134854,1,-0.039459437446,-0.00975549504663,0.0,0.0,0.0,0.641385450396,0.767218811044
1385303041624241122,88,1385303041624241122,1,-0.0307856010599,0.0192087280796,0.0,0.0,0.0,0.585868133069,0.810406398454
1385303041812393997,89,1385303041812393997,1,-0.00514509297793,0.0727404998601,0.0,0.0,0.0,0.528904089722,0.848681603357
1385303042341951710,90,1385303042341951710,1,0.0605202758458,0.189220815251,0.0,0.0,0.0,0.492847449581,0.87011573451
1385303042553913373,91,1385303042553913373,1,0.109068294705,0.261925707668,0.0,0.0,0.0,0.454216314998,0.890891429518
1385303042757391616,92,1385303042757391616,1,0.14036495522,0.299256977095,0.0,0.0,0.0,0.408641411678,0.912695018427
1385303042903793961,93,1385303042903793961,1,0.164748897708,0.323329604313,0.0,0.0,0.0,0.372790138025,0.927915682048
1385303043057118253,94,1385303043057118253,1,0.191985122239,0.346587562188,0.0,0.0,0.0,0.338759645918,0.940872946947
1385303043179901700,95,1385303043179901700,1,0.213888563399,0.363363779078,0.0,0.0,0.0,0.316207549735,0.948690036572
1385303043425547097,96,1385303043425547097,1,0.259814550153,0.395530433618,0.0,0.0,0.0,0.292941930258,0.95613023459
1385303044132483733,97,1385303044132483733,1,0.443540662262,0.502488756711,0.0,0.0,0.0,0.231211211921,0.972903579746
1385303044569946282,98,1385303044569946282,1,0.568491864635,0.556500264889,0.0,0.0,0.0,0.181389860624,0.983411266187
1385303045722582668,99,1385303045722582668,1,0.723758313463,0.716558868518,0.0,0.0,0.0,0.227892626726,0.973686269126
1385303046001912799,100,1385303046001912799,1,0.408311485809,0.576936308546,0.0,0.0,0.0,0.241116399979,0.970496203837
1385303046156682242,101,1385303046156682242,1,0.7178148259,0.724704419831,0.0,0.0,0.0,0.228656122859,0.973507255997
1385303046221181377,102,1385303046221181377,1,0.730806172373,0.736146705691,0.0,0.0,0.0,0.229621501664,0.973280003891
1385303046774314991,103,1385303046774314991,1,0.940950402688,0.842469093083,0.0,0.0,0.0,0.213836201476,0.976869530151
1385303046922840230,104,1385303046922840230,1,0.782247267348,0.768729415764,0.0,0.0,0.0,0.226942335756,0.97390819703
1385303047197235544,105,1385303047197235544,1,0.849942537325,0.803107352853,0.0,0.0,0.0,0.226288552232,0.974060311854
1385303048655334580,106,1385303048655334580,1,1.14421928,0.948338353736,0.0,0.0,0.0,0.221826693013,0.975086108129
1385303049772724561,107,1385303049772724561,1,1.37564693416,1.04016435909,0.0,0.0,0.0,0.203687522407,0.979035950931
1385303050110613654,108,1385303050110613654,1,1.41107926742,1.05043251652,0.0,0.0,0.0,0.176889501928,0.984230716909
1385303050148879182,109,1385303050148879182,1,1.38033648686,1.03881848665,0.0,0.0,0.0,0.203272251169,0.979122255852
1385303050231045812,110,1385303050231045812,1,1.41419991393,1.04898440747,0.0,0.0,0.0,0.175917568452,0.984404900999
1385303050860505937,111,1385303050860505937,1,1.44795010366,1.06125713263,0.0,0.0,0.0,0.187584660844,0.982248438541
1385303051047125154,112,1385303051047125154,1,1.4065059582,1.04625531114,0.0,0.0,0.0,0.201190785441,0.979552075111
1385303051272779773,113,1385303051272779773,1,1.66972752439,1.15865586214,0.0,0.0,0.0,0.198620378019,0.980076499787
1385303052153282287,114,1385303052153282287,1,1.89519409581,1.26562972338,0.0,0.0,0.0,0.235675338421,0.971831844951
1385303052873955567,115,1385303052873955567,1,2.07263291898,1.3487140053,0.0,0.0,0.0,0.173586825199,0.984818569137
1385303053032088128,116,1385303053032088128,1,2.04861219357,1.30903357657,0.0,0.0,0.0,0.0957985110456,0.995400746072
1385303053266337936,117,1385303053266337936,1,2.06181381603,1.29315433221,0.0,0.0,0.0,0.0122159513923,0.999925382482
1385303053399039190,118,1385303053399039190,1,2.09709639615,1.29027313628,0.0,0.0,0.0,-0.0493971034844,0.998779217929
1385303053455142774,119,1385303053455142774,1,2.11014921543,1.28763210628,0.0,0.0,0.0,-0.0767407036831,0.997051084147
1385303053561012059,120,1385303053561012059,1,2.15215855145,1.28919942977,0.0,0.0,0.0,-0.083858650199,0.996477659954
1385303053704689341,121,1385303053704689341,1,2.21881109325,1.27753313906,0.0,0.0,0.0,-0.130200580901,0.991487674524
1385303053887776993,122,1385303053887776993,1,2.26764220219,1.26215261322,0.0,0.0,0.0,-0.170460348802,0.985364536345
1385303054233073973,123,1385303054233073973,1,2.35621792387,1.2280780755,0.0,0.0,0.0,-0.197473920536,0.980308140693
1385303054581924369,124,1385303054581924369,1,2.44349151709,1.1876841518,0.0,0.0,0.0,-0.238277868524,0.971197022942
1385303054814638640,125,1385303054814638640,1,2.44027347704,1.1911645136,0.0,0.0,0.0,-0.256046532504,0.966664457396
1385303054897357998,126,1385303054897357998,1,2.57200817306,1.10561631002,0.0,0.0,0.0,-0.317223277996,0.948350880158
1385303055154965780,127,1385303055154965780,1,2.67151148395,1.01354810053,0.0,0.0,0.0,-0.40752193181,0.913195419992
1385303055392777570,128,1385303055392777570,1,2.70612006241,0.9709560884,0.0,0.0,0.0,-0.460094940285,0.887869723509
1385303055650652331,129,1385303055650652331,1,2.74669305229,0.902978849256,0.0,0.0,0.0,-0.52841491725,0.848986263274
1385303056156368691,130,1385303056156368691,1,2.78777540922,0.79276867509,0.0,0.0,0.0,-0.605491814943,0.79585153266
1385303056494588960,131,1385303056494588960,1,2.83402384301,0.657927346934,0.0,0.0,0.0,-0.640057642125,0.768326893163
1385303056680828567,132,1385303056680828567,1,2.85097634459,0.582045132183,0.0,0.0,0.0,-0.660139900471,0.75114267074
1385303057006818946,133,1385303057006818946,1,2.85644462602,0.49246800581,0.0,0.0,0.0,-0.696342051048,0.717710072343
1385303057364927612,134,1385303057364927612,1,2.85505824532,0.438435003667,0.0,0.0,0.0,-0.720170404598,0.693797224225
1385303057637653102,135,1385303057637653102,1,2.85355590254,0.415778333295,0.0,0.0,0.0,-0.741737089077,0.670690756376
1385303058130458161,136,1385303058130458161,1,2.84926862035,0.384965708487,0.0,0.0,0.0,-0.761817560815,0.647791636279
1385303058205910356,137,1385303058205910356,1,2.84435152801,0.356853208801,0.0,0.0,0.0,-0.767940184283,0.640521563543
1385303058809283553,138,1385303058809283553,1,2.80174625918,0.177369177192,0.0,0.0,0.0,-0.804898744249,0.593412176742
1385303059238830861,139,1385303059238830861,1,2.75801581202,0.0682572167399,0.0,0.0,0.0,-0.846149182483,0.532946114521
1385303059354800623,140,1385303059354800623,1,2.75275598907,0.0579593224639,0.0,0.0,0.0,-0.850872905854,0.525371580963
1385303059546200786,141,1385303059546200786,1,2.72575579338,0.0100645567171,0.0,0.0,0.0,-0.868357127546,0.495939410654
1385303059717394168,142,1385303059717394168,1,2.68415263886,-0.0515667468978,0.0,0.0,0.0,-0.891123543633,0.453760762939
1385303059917942280,143,1385303059917942280,1,2.6568284202,-0.0859563880233,0.0,0.0,0.0,-0.902626206919,0.430425290363
1385303060009451537,144,1385303060009451537,1,2.6486725533,-0.0955247321983,0.0,0.0,0.0,-0.905748964856,0.423814597038
1385303060111738878,145,1385303060111738878,1,2.61970798332,-0.126800513109,0.0,0.0,0.0,-0.918642939342,0.395088787487
1385303060318024868,146,1385303060318024868,1,2.58538626037,-0.159368969817,0.0,0.0,0.0,-0.932482037093,0.361216348605
1385303060526285958,147,1385303060526285958,1,2.54590288055,-0.191122117872,0.0,0.0,0.0,-0.947804988966,0.318850596505
1385303060789360161,148,1385303060789360161,1,2.48405885316,-0.23015391457,0.0,0.0,0.0,-0.9670101012,0.254738030488
1385303061130718732,149,1385303061130718732,1,2.40932039922,-0.265100046855,0.0,0.0,0.0,-0.98029555692,0.197536379139
1385303061436495274,150,1385303061436495274,1,2.32482900738,-0.294397163964,0.0,0.0,0.0,-0.9888638726,0.148822852632
1385303061686144458,151,1385303061686144458,1,2.24660700682,-0.312560456404,0.0,0.0,0.0,-0.995019334238,0.0996821172154
1385303061852889950,152,1385303061852889950,1,2.21427550845,-0.317671851649,0.0,0.0,0.0,-0.99696815593,0.0778106423402
1385303062089611589,153,1385303062089611589,1,2.16425390662,-0.323074816446,0.0,0.0,0.0,-0.999016637729,0.0443368643509
1385303062242499501,154,1385303062242499501,1,2.10908363153,-0.325220987287,0.0,0.0,0.0,-0.999964283609,0.00845171613123
1385303062435878151,155,1385303062435878151,1,2.05678839778,-0.32353451259,0.0,0.0,0.0,0.999647603237,0.0265456087105
1385303062630827060,156,1385303062630827060,1,2.00496585362,-0.318158093719,0.0,0.0,0.0,0.997994901903,0.0632943581708
1385303063013021103,157,1385303063013021103,1,1.91616474356,-0.300371315719,0.0,0.0,0.0,0.992669900677,0.120857222742
1385303063107727597,158,1385303063107727597,1,1.87922398596,-0.289382434964,0.0,0.0,0.0,0.988584038928,0.150670494715
1385303063439580554,159,1385303063439580554,1,1.79912895542,-0.257158860117,0.0,0.0,0.0,0.977009925775,0.21319382012
1385303063729638365,160,1385303063729638365,1,1.72023479248,-0.213612225797,0.0,0.0,0.0,0.961304526836,0.275487942901
1385303063946039098,161,1385303063946039098,1,1.68820309601,-0.191382849562,0.0,0.0,0.0,0.952267086119,0.305266108001
1385303064147799604,162,1385303064147799604,1,1.65031604807,-0.161029510694,0.0,0.0,0.0,0.937009803538,0.349303060499
1385303064340330947,163,1385303064340330947,1,1.64042884998,-0.151981906311,0.0,0.0,0.0,0.929875751654,0.367873737152
1385303064427117380,164,1385303064427117380,1,1.64041001171,-0.151932121186,0.0,0.0,0.0,0.929876056067,0.367872967684
1385303064576066545,165,1385303064576066545,1,1.64039205646,-0.1518856734,0.0,0.0,0.0,0.929876332573,0.367872268757
1385303065067892727,166,1385303065067892727,1,1.60611468198,-0.112403396484,0.0,0.0,0.0,0.899563805023,0.436789377954
1385303065342733408,167,1385303065342733408,1,1.57250512162,-0.0641898124264,0.0,0.0,0.0,0.879969686363,0.475029842306
1385303065564746258,168,1385303065564746258,1,1.5335251737,0.00351218719726,0.0,0.0,0.0,0.856906053371,0.515472613915
1385303065746614079,169,1385303065746614079,1,1.51790349134,0.0360367598646,0.0,0.0,0.0,0.839684086269,0.543075165392
1385303065981410365,170,1385303065981410365,1,1.5121380482,0.0498253340011,0.0,0.0,0.0,0.827248010926,0.561836923332
1385303066351892096,171,1385303066351892096,1,1.50176065565,0.0792338418348,0.0,0.0,0.0,0.812460969278,0.583015585897
1385303066586420919,172,1385303066586420919,1,1.48456493537,0.133577132319,0.0,0.0,0.0,0.804821484523,0.593516956835
1385303066894696670,173,1385303066894696670,1,1.50173674707,0.0793015646369,0.0,0.0,0.0,0.812453458819,0.583026051951
1385303066974126384,174,1385303066974126384,1,1.48453954435,0.133653452724,0.0,0.0,0.0,0.804812980528,0.593528488258
1385303067060869678,175,1385303067060869678,1,1.47778882414,0.156985013416,0.0,0.0,0.0,0.798187513885,0.602409074199
1385303067371616224,176,1385303067371616224,1,1.46253625716,0.235105897647,0.0,0.0,0.0,0.749501054555,0.662003148951
1385303067835875255,177,1385303067835875255,1,1.46218253571,0.336450032738,0.0,0.0,0.0,0.682664440165,0.730732004318
1385303068147188356,178,1385303068147188356,1,1.47101237923,0.406437538173,0.0,0.0,0.0,0.649253340041,0.760572219086
1385303068328812882,179,1385303068328812882,1,1.48231593682,0.464327891181,0.0,0.0,0.0,0.628189865061,0.778060083435
1385303068467065466,180,1385303068467065466,1,1.49992159678,0.52686684028,0.0,0.0,0.0,0.587844752587,0.808973761537
1385303068733827805,181,1385303068733827805,1,1.52124060945,0.579684524899,0.0,0.0,0.0,0.545879113832,0.837863946642
1385303068907273110,182,1385303068907273110,1,1.54540988372,0.627058426475,0.0,0.0,0.0,0.511202042022,0.859460570493
1385303069138449524,183,1385303069138449524,1,1.57089785874,0.669380487733,0.0,0.0,0.0,0.482081899587,0.876126156493
1385303069430066212,184,1385303069430066212,1,1.61186770783,0.726232433131,0.0,0.0,0.0,0.437133068106,0.899396842761
1385303069954334902,185,1385303069954334902,1,1.70404457395,0.821366513832,0.0,0.0,0.0,0.348829867521,0.937186066651
1385303070089950623,186,1385303070089950623,1,1.72187251284,0.836132889133,0.0,0.0,0.0,0.333463531676,0.942762999402
1385303070396685719,187,1385303070396685719,1,1.74790859525,0.85555952273,0.0,0.0,0.0,0.299050429911,0.954237308205
1385303070645529951,188,1385303070645529951,1,1.801116488,0.887076979674,0.0,0.0,0.0,0.249221492001,0.968446512681
1385303071017659281,189,1385303071017659281,1,1.89068453546,0.930300104337,0.0,0.0,0.0,0.209304514193,0.97785051022
1385303071603901888,190,1385303071603901888,1,2.05523133582,0.991320158858,0.0,0.0,0.0,0.160454999438,0.987043156683
1385303071774235984,191,1385303071774235984,1,2.12128291742,1.01271460926,0.0,0.0,0.0,0.154489914887,0.987994365469
1385303072232966807,192,1385303072232966807,1,2.24644089678,1.04911296199,0.0,0.0,0.0,0.116928877661,0.993140290981
1385303072410786882,193,1385303072410786882,1,2.28966645599,1.05630580454,0.0,0.0,0.0,0.0693184940801,0.997594580167
1385303072543496292,194,1385303072543496292,1,2.29275273968,1.05672527121,0.0,0.0,0.0,0.0660730682264,0.99781478725
1385303072667905182,195,1385303072667905182,1,2.34515927356,1.05925156258,0.0,0.0,0.0,-0.00310779589824,0.999995170791
1385303072826111619,196,1385303072826111619,1,2.37422640704,1.05719386383,0.0,0.0,0.0,-0.0464631399975,0.998920005116
1385303073041144910,197,1385303073041144910,1,2.42083060132,1.04872138163,0.0,0.0,0.0,-0.108733394021,0.994070947682
1385303073183714333,198,1385303073183714333,1,2.45008801209,1.0410133986,0.0,0.0,0.0,-0.134969962967,0.990849690466
1385303073501834237,199,1385303073501834237,1,2.51754872217,1.01761103339,0.0,0.0,0.0,-0.18234510311,0.983234592237
1385303073627293254,200,1385303073627293254,1,2.56679833124,0.995869465595,0.0,0.0,0.0,-0.219036603159,0.975716642513
1385303074022797443,201,1385303074022797443,1,2.64037669903,0.951757865219,0.0,0.0,0.0,-0.296558220954,0.955014775584
1385303074341782326,202,1385303074341782326,1,2.71475956076,0.885998862854,0.0,0.0,0.0,-0.393805293463,0.919193880985
1385303074504537749,203,1385303074504537749,1,2.73329160435,0.864968689435,0.0,0.0,0.0,-0.417367464021,0.908737805957
1385303074884610547,204,1385303074884610547,1,2.79617291376,0.774690591418,0.0,0.0,0.0,-0.490700344016,0.871328395258
1385303075398880169,205,1385303075398880169,1,2.8545204243,0.662879823711,0.0,0.0,0.0,-0.533720571662,0.845660896214
1385303075929054710,206,1385303075929054710,1,2.90904758501,0.518605778341,0.0,0.0,0.0,-0.600025347551,0.799980988709
1385303076330290152,207,1385303076330290152,1,2.93153818408,0.416994138902,0.0,0.0,0.0,-0.646720330219,0.762727221542
1385303077160260323,208,1385303077160260323,1,2.94699592047,0.160160727462,0.0,0.0,0.0,-0.695858199184,0.718179202308
1385303079393540637,209,1385303079393540637,1,2.9554319004,-0.410396614989,0.0,0.0,0.0,-0.723835838173,0.689972230873
1385303080561556032,210,1385303080561556032,1,2.95448348303,-0.425941068064,0.0,0.0,0.0,-0.729318596594,0.684174235602
1385303080951822165,211,1385303080951822165,1,2.94466130214,-0.535871326925,0.0,0.0,0.0,-0.739662025135,0.672978520143
1385303081532092349,212,1385303081532092349,1,2.94272516356,-0.462794558882,0.0,0.0,0.0,-0.729927196486,0.683524899203
1385303081565761239,213,1385303081565761239,1,2.95221675113,-0.311408391113,0.0,0.0,0.0,-0.713173310714,0.700987752307
1385303083797646944,214,1385303083797646944,1,2.96289320359,-0.806142666564,0.0,0.0,0.0,-0.705853625033,0.708357720384
1385303084476742502,215,1385303084476742502,1,2.94496739833,-0.998536831216,0.0,0.0,0.0,-0.765441293338,0.643505731484
1385303084900204390,216,1385303084900204390,1,2.91676807123,-1.10694660908,0.0,0.0,0.0,-0.809590471865,0.586995117411
1385303085047273236,217,1385303085047273236,1,2.9032847824,-1.14356040148,0.0,0.0,0.0,-0.823728953474,0.566983783903
1385303085451419495,218,1385303085451419495,1,2.85196151144,-1.25012197397,0.0,0.0,0.0,-0.860869310029,0.508826130472
1385303085515625848,219,1385303085515625848,1,2.84434594532,-1.26319242705,0.0,0.0,0.0,-0.865815558277,0.500363287069
1385303085762193263,220,1385303085762193263,1,2.82630079455,-1.29145982313,0.0,0.0,0.0,-0.881071771932,0.472982592391
1385303085908405422,221,1385303085908405422,1,2.81760871121,-1.30364672029,0.0,0.0,0.0,-0.894050246409,0.447966691725
1385303086223411447,222,1385303086223411447,1,2.78628762666,-1.33939048097,0.0,0.0,0.0,-0.918287403306,0.395914441426
1385303086429849164,223,1385303086429849164,1,2.74013917069,-1.38321951638,0.0,0.0,0.0,-0.933047401995,0.359753451173
1385303086722703334,224,1385303086722703334,1,2.67775706797,-1.43321969545,0.0,0.0,0.0,-0.946888869174,0.321560988669
1385303087131102689,225,1385303087131102689,1,2.60960830587,-1.47842415092,0.0,0.0,0.0,-0.962562762592,0.271058901479
